Area,Region,Product_Category,Avg_Price,Min_Price,Max_Price,Volatility,Trend_2010_2023,Data_Points,Year_Min,Year_Max
Brunei Darussalam,Asia,Dairy & Eggs,82.58,53.4,107.19,15.81,-9.65,170.0,1991.0,2024.0
Brunei Darussalam,Asia,Fruits,91.35,14.32,179.77,53.72,-48.63,599.0,1991.0,2024.0
Brunei Darussalam,Asia,Meat,82.56,33.26,157.53,40.43,43.37,374.0,1991.0,2024.0
Brunei Darussalam,Asia,Oilseeds,101.5,48.35,341.59,26.8,456.38,68.0,1991.0,2024.0
Brunei Darussalam,Asia,Roots & Tubers,95.7,19.83,233.35,46.99,131.95,202.0,1991.0,2024.0
Brunei Darussalam,Asia,Spices,79.45,35.15,129.76,29.86,17.47,136.0,1991.0,2024.0
Brunei Darussalam,Asia,Vegetables,94.26,49.47,245.28,29.33,20.71,511.0,1991.0,2024.0
Bulgaria,Europe,Aggregates,94.62,43.83,175.39,11.86,60.63,54.0,1998.0,2024.0
Bulgaria,Europe,Beverages,86.68,40.14,168.5,39.28,137.76,27.0,1998.0,2024.0
Bulgaria,Europe,Cereals,95.43,34.25,226.04,26.0,92.3,351.0,1998.0,2024.0
Bulgaria,Europe,Dairy & Eggs,94.9,25.17,265.04,31.72,73.59,216.0,1998.0,2024.0
Bulgaria,Europe,Fibers,103.42,85.07,175.78,13.1,81.55,108.0,1998.0,2024.0
Bulgaria,Europe,Fruits,90.93,14.76,235.44,60.55,-18.53,486.0,1998.0,2024.0
Bulgaria,Europe,Meat,96.21,15.77,299.36,50.47,4.72,702.0,1998.0,2024.0
Bulgaria,Europe,Nuts,91.42,37.19,420.72,68.27,2.46,162.0,1998.0,2024.0
Bulgaria,Europe,Oilseeds,90.98,35.57,192.06,33.2,12.39,324.0,1998.0,2024.0
Bulgaria,Europe,Other Industrial,90.48,13.36,249.19,130.46,28.75,135.0,1998.0,2024.0
Bulgaria,Europe,Pulses,78.86,37.0,193.42,37.62,-1.38,189.0,1998.0,2024.0
Bulgaria,Europe,Roots & Tubers,104.49,57.21,196.01,22.69,-11.84,54.0,1998.0,2024.0
Bulgaria,Europe,Spices,96.26,32.46,273.92,42.44,5.09,108.0,1998.0,2024.0
Bulgaria,Europe,Sugar Crops,114.0,88.67,140.43,11.8,-36.86,27.0,1998.0,2024.0
Bulgaria,Europe,Vegetables,96.14,9.12,1184.29,119.96,-38.48,567.0,1998.0,2024.0
Burkina Faso,Africa,Aggregates,87.09,38.49,160.21,14.8,52.2,68.0,1991.0,2024.0
Burkina Faso,Africa,Cereals,101.4,28.85,380.18,45.46,104.81,238.0,1991.0,2024.0
Burkina Faso,Africa,Dairy & Eggs,82.77,36.92,126.88,8.76,13.5,170.0,1991.0,2024.0
Burkina Faso,Africa,Fibers,79.85,39.8,106.26,7.35,15.03,102.0,1991.0,2024.0
Burkina Faso,Africa,Fruits,87.9,10.67,263.81,59.98,31.2,340.0,1991.0,2024.0
Burkina Faso,Africa,Meat,83.34,13.65,406.77,75.29,15.91,612.0,1991.0,2024.0
Burkina Faso,Africa,Nuts,84.08,38.47,134.31,11.05,14.72,102.0,1991.0,2024.0
Burkina Faso,Africa,Oilseeds,80.93,23.75,133.33,43.76,13.67,204.0,1991.0,2024.0
Burkina Faso,Africa,Other Industrial,80.28,34.53,114.74,22.96,-8.38,34.0,1991.0,2024.0
Burkina Faso,Africa,Pulses,88.0,37.97,148.14,21.18,10.77,136.0,1991.0,2024.0
Burkina Faso,Africa,Roots & Tubers,75.01,7.72,128.11,157.99,16.69,136.0,1991.0,2024.0
Burkina Faso,Africa,Spices,87.05,41.39,131.34,17.37,12.05,34.0,1991.0,2024.0
Burkina Faso,Africa,Sugar Crops,83.33,39.25,124.56,17.72,12.9,34.0,1991.0,2024.0
Burkina Faso,Africa,Vegetables,95.35,53.35,194.58,41.79,-1.32,306.0,1991.0,2024.0
Burundi,Africa,Aggregates,67.26,4.95,157.98,33.7,33.97,68.0,1991.0,2024.0
Burundi,Africa,Beverages,103.41,9.05,661.17,476.88,51.0,68.0,1991.0,2024.0
Burundi,Africa,Cereals,72.8,4.88,177.7,132.68,-0.24,271.0,1991.0,2024.0
Burundi,Africa,Dairy & Eggs,61.55,2.7,136.67,39.61,37.54,204.0,1991.0,2024.0
Burundi,Africa,Fibers,104.77,9.98,336.25,121.11,-62.39,102.0,1991.0,2024.0
Burundi,Africa,Fruits,74.02,4.28,137.11,54.46,12.42,169.0,1991.0,2024.0
Burundi,Africa,Meat,71.16,3.27,220.83,337.23,80.51,475.0,1991.0,2024.0
Burundi,Africa,Oilseeds,67.97,1.54,145.04,219.7,85.19,170.0,1991.0,2024.0
Burundi,Africa,Other Industrial,62.28,0.69,131.77,890.77,69.17,102.0,1991.0,2024.0
Burundi,Africa,Pulses,78.87,6.62,175.45,89.06,24.48,170.0,1991.0,2024.0
Burundi,Africa,Roots & Tubers,68.91,4.11,210.02,71.24,30.82,170.0,1991.0,2024.0
Burundi,Africa,Sugar Crops,120.81,90.68,133.62,5.57,14.93,28.0,1997.0,2024.0
Burundi,Africa,Vegetables,63.85,7.21,134.12,35.49,51.7,136.0,1991.0,2024.0
Cabo Verde,Africa,Aggregates,88.51,45.6,113.99,16.62,19.69,68.0,1991.0,2024.0
Cabo Verde,Africa,Cereals,72.38,19.04,114.04,11.14,2.06,117.0,1991.0,2024.0
Cabo Verde,Africa,Dairy & Eggs,84.84,34.65,128.26,21.41,23.04,170.0,1991.0,2024.0
Cabo Verde,Africa,Fruits,93.75,45.17,123.22,14.65,37.41,204.0,1991.0,2024.0
Cabo Verde,Africa,Meat,95.06,43.77,175.51,19.45,21.62,374.0,1991.0,2024.0
Cabo Verde,Africa,Oilseeds,98.44,75.85,123.22,2.74,-1.3,102.0,1991.0,2024.0
Cabo Verde,Africa,Pulses,104.9,74.46,128.0,7.65,-3.69,68.0,1991.0,2024.0
Cabo Verde,Africa,Roots & Tubers,86.61,37.48,147.95,32.62,46.76,102.0,1991.0,2024.0
Cabo Verde,Africa,Spices,239.05,79.48,470.32,17.9,1.53,34.0,1991.0,2024.0
Cabo Verde,Africa,Sugar Crops,98.76,75.85,123.22,4.61,1.65,34.0,1991.0,2024.0
Cabo Verde,Africa,Vegetables,89.48,18.73,173.13,38.57,42.23,476.0,1991.0,2024.0
Cambodia,Asia,Aggregates,77.38,9.61,148.24,21.85,55.83,68.0,1991.0,2024.0
Cambodia,Asia,Beverages,71.4,7.46,120.12,26.55,36.43,34.0,1991.0,2024.0
Cambodia,Asia,Cereals,73.12,4.56,150.2,29.28,29.76,136.0,1991.0,2024.0
Cambodia,Asia,Dairy & Eggs,76.53,5.05,125.51,27.25,28.28,170.0,1991.0,2024.0
Cambodia,Asia,Fibers,76.11,14.57,147.99,26.14,62.19,204.0,1991.0,2024.0
Cambodia,Asia,Fruits,74.92,5.63,161.14,56.28,92.38,340.0,1991.0,2024.0
Cambodia,Asia,Meat,77.52,2.58,189.84,68.53,31.01,374.0,1991.0,2024.0
Cambodia,Asia,Nuts,73.69,14.57,145.75,20.42,61.45,68.0,1991.0,2024.0
Cambodia,Asia,Oilseeds,72.1,5.57,182.45,31.48,61.6,272.0,1991.0,2024.0
Cambodia,Asia,Other Industrial,76.52,13.62,119.75,27.83,30.85,102.0,1991.0,2024.0
Cambodia,Asia,Pulses,72.66,9.6,155.94,23.72,71.66,68.0,1991.0,2024.0
Cambodia,Asia,Roots & Tubers,90.23,20.55,188.97,59.0,80.72,161.0,1991.0,2024.0
Cambodia,Asia,Spices,78.82,12.16,141.86,48.19,30.85,68.0,1991.0,2024.0
Cambodia,Asia,Sugar Crops,66.18,7.4,134.36,61.62,60.21,34.0,1991.0,2024.0
Cambodia,Asia,Vegetables,81.83,5.11,429.98,131.03,58.75,127.0,1991.0,2024.0
Cameroon,Africa,Aggregates,81.62,36.43,124.49,23.42,22.43,68.0,1991.0,2024.0
Cameroon,Africa,Beverages,83.82,16.8,221.96,46.37,83.62,102.0,1991.0,2024.0
Cameroon,Africa,Cereals,80.26,24.05,143.44,25.8,40.23,238.0,1991.0,2024.0
Cameroon,Africa,Dairy & Eggs,85.62,42.43,122.59,8.94,22.37,136.0,1991.0,2024.0
Cameroon,Africa,Fibers,87.06,38.18,108.86,6.24,2.94,102.0,1991.0,2024.0
Cameroon,Africa,Fruits,86.47,31.8,162.51,27.24,17.61,544.0,1991.0,2024.0
Cameroon,Africa,Meat,87.65,27.33,124.16,19.46,24.6,544.0,1991.0,2024.0
Cameroon,Africa,Nuts,90.33,53.92,126.44,7.42,17.61,153.0,1991.0,2024.0
Cameroon,Africa,Oilseeds,84.01,26.71,115.45,26.45,17.61,306.0,1991.0,2024.0
Cameroon,Africa,Other Industrial,78.34,10.88,125.96,93.04,19.11,136.0,1991.0,2024.0
Cameroon,Africa,Pulses,86.55,20.87,125.78,35.13,13.24,167.0,1991.0,2024.0
Cameroon,Africa,Roots & Tubers,77.42,14.95,156.7,49.71,5.74,204.0,1991.0,2024.0
Cameroon,Africa,Spices,79.09,19.28,109.62,26.37,-1.54,102.0,1991.0,2024.0
Cameroon,Africa,Vegetables,85.08,18.31,318.07,49.26,17.61,442.0,1991.0,2024.0
Canada,Americas,Aggregates,88.45,51.92,162.95,12.91,74.87,68.0,1991.0,2024.0
Canada,Americas,Cereals,87.95,27.95,249.69,26.06,148.9,374.0,1991.0,2024.0
Canada,Americas,Dairy & Eggs,90.42,58.06,152.93,15.8,76.18,136.0,1991.0,2024.0
Canada,Americas,Fibers,85.8,63.59,136.68,4.6,62.74,68.0,1991.0,2024.0
Canada,Americas,Fruits,96.01,20.49,396.78,56.89,90.53,612.0,1991.0,2024.0
Canada,Americas,Meat,82.52,34.8,182.47,31.29,151.49,612.0,1991.0,2024.0
Canada,Americas,Oilseeds,88.6,27.23,243.57,24.39,62.42,238.0,1991.0,2024.0
Canada,Americas,Other Industrial,98.78,38.38,222.19,47.4,39.58,102.0,1991.0,2024.0
Canada,Americas,Pulses,77.4,18.09,200.62,50.93,80.58,204.0,1991.0,2024.0
Canada,Americas,Roots & Tubers,86.89,51.04,161.45,9.37,60.89,34.0,1991.0,2024.0
Canada,Americas,Spices,86.13,63.59,139.0,6.33,65.33,34.0,1991.0,2024.0
Canada,Americas,Sugar Crops,80.08,47.75,114.73,10.04,21.77,34.0,1991.0,2024.0
Canada,Americas,Vegetables,87.14,41.47,380.47,23.44,55.51,694.0,1991.0,2024.0
Central African Republic,Africa,Aggregates,63.7,1.61,110.61,431.29,,21.0,1991.0,2024.0
Central African Republic,Africa,Cereals,85.24,24.1,110.61,21.86,,76.0,1991.0,2024.0
Central African Republic,Africa,Fruits,96.69,66.16,111.0,9.81,,65.0,2012.0,2024.0
Central African Republic,Africa,Roots & Tubers,102.27,86.71,116.46,7.79,,39.0,2012.0,2024.0
Central African Republic,Africa,Vegetables,100.06,67.96,110.61,12.55,,13.0,2012.0,2024.0
Chad,Africa,Aggregates,101.4,77.93,131.31,13.47,-10.31,36.0,2007.0,2024.0
Chad,Africa,Cereals,99.73,38.44,296.05,36.83,-8.86,144.0,2007.0,2024.0
Chad,Africa,Dairy & Eggs,101.18,69.99,131.31,5.98,-42.67,126.0,2007.0,2024.0
Chad,Africa,Fibers,100.64,77.75,131.31,8.25,-23.91,54.0,2007.0,2024.0
Chad,Africa,Fruits,97.79,53.61,174.82,20.12,-51.82,90.0,2007.0,2024.0
Chad,Africa,Meat,96.71,63.86,146.7,11.63,-36.69,126.0,2007.0,2024.0
Chad,Africa,Oilseeds,103.07,55.85,148.88,21.63,-23.91,90.0,2007.0,2024.0
Chad,Africa,Pulses,118.14,70.3,209.44,23.56,-39.46,54.0,2007.0,2024.0
Chad,Africa,Roots & Tubers,100.78,55.17,137.47,27.05,-14.95,90.0,2007.0,2024.0
Chad,Africa,Sugar Crops,102.04,73.46,131.31,7.5,-39.88,18.0,2007.0,2024.0
Chad,Africa,Vegetables,100.51,44.77,157.92,38.74,-13.7,90.0,2007.0,2024.0
Chile,Americas,Aggregates,74.7,20.09,194.34,49.1,244.47,68.0,1991.0,2024.0
Chile,Americas,Cereals,94.21,8.46,312.53,84.16,192.56,293.0,1991.0,2024.0
Chile,Americas,Dairy & Eggs,81.18,25.15,217.91,19.29,23.81,170.0,1991.0,2024.0
Chile,Americas,Fibers,76.8,50.97,109.22,12.92,37.18,170.0,1991.0,2024.0
Chile,Americas,Fruits,69.18,0.21,274.47,287.74,647.41,750.0,1991.0,2024.0
Chile,Americas,Meat,81.0,25.77,245.26,37.07,41.11,508.0,1991.0,2024.0
Chile,Americas,Nuts,76.68,47.84,116.12,14.54,-12.66,136.0,1991.0,2024.0
Chile,Americas,Oilseeds,81.47,50.68,116.66,21.6,41.95,170.0,1991.0,2024.0
Chile,Americas,Other Industrial,73.15,14.84,131.86,19.14,49.33,102.0,1991.0,2024.0
Chile,Americas,Pulses,63.6,9.53,217.25,82.87,355.47,204.0,1991.0,2024.0
Chile,Americas,Roots & Tubers,67.18,18.17,129.59,33.0,163.43,68.0,1991.0,2024.0
Chile,Americas,Sugar Crops,100.12,61.21,203.94,12.6,189.72,34.0,1991.0,2024.0
Chile,Americas,Vegetables,74.19,6.98,752.99,80.55,57.27,713.0,1991.0,2024.0
"China, Hong Kong SAR",Other,Aggregates,73.15,21.73,146.71,62.17,162.11,68.0,1991.0,2024.0
"China, Hong Kong SAR",Other,Dairy & Eggs,73.52,19.22,145.14,45.04,84.78,170.0,1991.0,2024.0
"China, Hong Kong SAR",Other,Fruits,65.16,8.97,138.46,85.74,109.99,78.0,1991.0,2024.0
"China, Hong Kong SAR",Other,Meat,62.1,10.63,176.29,52.01,135.29,306.0,1991.0,2024.0
"China, Hong Kong SAR",Other,Roots & Tubers,58.92,8.82,136.9,125.27,160.41,68.0,1991.0,2024.0
"China, Hong Kong SAR",Other,Vegetables,64.21,9.08,156.22,75.82,180.9,501.0,1991.0,2024.0
"China, mainland",Asia,Aggregates,89.81,28.68,128.17,33.25,43.64,68.0,1991.0,2024.0
"China, mainland",Asia,Beverages,77.64,21.42,179.05,32.88,-18.14,102.0,1991.0,2024.0
"China, mainland",Asia,Cereals,76.95,2.85,233.62,91.02,-34.58,442.0,1991.0,2024.0
"China, mainland",Asia,Dairy & Eggs,90.69,17.94,176.52,58.93,13.53,306.0,1991.0,2024.0
"China, mainland",Asia,Fibers,97.0,32.28,408.59,103.47,77.77,306.0,1991.0,2024.0
"China, mainland",Asia,Fruits,86.04,0.96,338.57,314.4,2.21,1020.0,1991.0,2024.0
"China, mainland",Asia,Meat,75.38,7.91,338.46,46.54,42.61,1020.0,1991.0,2024.0
"China, mainland",Asia,Nuts,73.37,10.6,237.4,46.51,80.51,272.0,1991.0,2024.0
"China, mainland",Asia,Oilseeds,79.77,5.3,317.8,131.87,45.33,611.0,1991.0,2024.0
"China, mainland",Asia,Other Industrial,70.31,10.76,150.6,53.28,-12.01,306.0,1991.0,2024.0
"China, mainland",Asia,Pulses,70.35,17.11,138.47,31.83,-32.47,238.0,1991.0,2024.0
"China, mainland",Asia,Roots & Tubers,103.16,10.43,395.41,114.16,-14.83,170.0,1991.0,2024.0
"China, mainland",Asia,Spices,76.48,12.14,295.87,103.84,32.16,272.0,1991.0,2024.0
"China, mainland",Asia,Sugar Crops,68.8,5.92,251.19,180.91,49.9,68.0,1991.0,2024.0
"China, mainland",Asia,Vegetables,85.42,7.37,373.59,164.21,42.6,850.0,1991.0,2024.0
Colombia,Americas,Aggregates,86.66,11.36,253.02,15.08,170.02,68.0,1991.0,2024.0
Colombia,Americas,Beverages,81.02,8.12,257.94,37.82,131.05,68.0,1991.0,2024.0
Colombia,Americas,Cereals,84.87,1.6,544.14,136.69,-1.35,271.0,1991.0,2024.0
Colombia,Americas,Dairy & Eggs,88.68,11.76,266.52,11.02,172.99,136.0,1991.0,2024.0
Colombia,Americas,Fibers,69.67,11.13,131.78,26.76,59.06,136.0,1991.0,2024.0
Colombia,Americas,Fruits,92.21,5.61,606.25,77.4,603.09,694.0,1991.0,2024.0
Colombia,Americas,Meat,85.58,9.79,560.26,38.73,62.04,510.0,1991.0,2024.0
Colombia,Americas,Nuts,86.64,32.53,126.12,5.34,41.58,54.0,1998.0,2024.0
Colombia,Americas,Oilseeds,76.01,3.38,357.18,116.73,626.98,271.0,1991.0,2024.0
Colombia,Americas,Other Industrial,76.45,13.03,291.11,20.27,150.39,136.0,1991.0,2024.0
Colombia,Americas,Pulses,85.71,10.64,334.7,52.23,153.91,215.0,1991.0,2024.0
Colombia,Americas,Roots & Tubers,94.18,6.57,766.28,59.79,387.84,136.0,1991.0,2024.0
Colombia,Americas,Spices,89.59,33.64,143.43,12.33,43.89,34.0,1991.0,2024.0
Colombia,Americas,Sugar Crops,75.08,14.21,134.13,20.52,57.05,34.0,1991.0,2024.0
Colombia,Americas,Vegetables,95.94,4.34,464.69,87.35,46.65,680.0,1991.0,2024.0
Congo,Africa,Aggregates,63.9,10.41,134.95,78.56,77.4,68.0,1991.0,2024.0
Congo,Africa,Beverages,97.69,39.68,390.91,68.04,-3.1,68.0,1991.0,2024.0
Congo,Africa,Cereals,64.73,7.39,139.42,14.04,40.13,170.0,1991.0,2024.0
Congo,Africa,Dairy & Eggs,84.72,30.09,118.39,48.57,4.89,136.0,1991.0,2024.0
Congo,Africa,Fruits,64.81,7.73,155.59,71.74,64.36,476.0,1991.0,2024.0
Congo,Africa,Meat,78.07,9.51,120.42,71.4,49.4,408.0,1991.0,2024.0
Congo,Africa,Oilseeds,72.69,6.41,142.58,145.28,55.96,238.0,1991.0,2024.0
Congo,Africa,Other Industrial,84.18,32.45,364.8,105.66,-3.17,102.0,1991.0,2024.0
Congo,Africa,Pulses,65.21,21.47,131.12,11.05,17.68,102.0,1991.0,2024.0
Congo,Africa,Roots & Tubers,69.14,6.08,148.89,73.9,107.28,170.0,1991.0,2024.0
Congo,Africa,Sugar Crops,79.74,29.55,118.39,40.54,-5.44,34.0,1991.0,2024.0
Congo,Africa,Vegetables,83.55,8.1,204.85,148.96,8.06,476.0,1991.0,2024.0
Cook Islands,Oceania,Aggregates,67.99,21.0,213.59,21.0,195.68,68.0,1991.0,2024.0
Cook Islands,Oceania,Beverages,83.27,48.36,138.82,19.84,101.01,34.0,1991.0,2024.0
Cook Islands,Oceania,Dairy & Eggs,63.93,23.03,116.92,10.76,82.2,68.0,1991.0,2024.0
Cook Islands,Oceania,Fruits,68.68,11.61,296.93,23.54,64.34,408.0,1991.0,2024.0
Cook Islands,Oceania,Meat,65.43,22.76,125.21,13.55,73.47,306.0,1991.0,2024.0
Cook Islands,Oceania,Oilseeds,78.26,13.82,307.32,18.77,350.87,68.0,1991.0,2024.0
Cook Islands,Oceania,Other Industrial,62.3,26.6,113.25,10.45,56.75,34.0,1991.0,2024.0
Cook Islands,Oceania,Roots & Tubers,81.78,21.03,438.46,30.53,313.28,136.0,1991.0,2024.0
Cook Islands,Oceania,Spices,66.31,19.34,132.0,14.04,104.01,34.0,1991.0,2024.0
Cook Islands,Oceania,Vegetables,62.6,23.79,156.29,8.37,48.64,136.0,1991.0,2024.0
Costa Rica,Americas,Aggregates,80.56,11.14,153.98,98.03,47.7,68.0,1991.0,2024.0
Costa Rica,Americas,Beverages,81.4,8.8,182.57,121.65,5.85,68.0,1991.0,2024.0
Costa Rica,Americas,Cereals,62.22,7.78,134.39,31.48,11.46,170.0,1991.0,2024.0
Costa Rica,Americas,Dairy & Eggs,187.19,28.45,784.91,358.5,-68.84,170.0,1991.0,2024.0
Costa Rica,Americas,Fibers,80.17,22.91,117.03,5.57,27.17,136.0,1991.0,2024.0
Costa Rica,Americas,Fruits,78.84,1.83,246.58,248.67,248.94,588.0,1991.0,2024.0
Costa Rica,Americas,Meat,96.94,42.22,166.36,26.0,4.15,374.0,1991.0,2024.0
Costa Rica,Americas,Nuts,78.6,23.83,122.28,13.92,36.73,68.0,1991.0,2024.0
Costa Rica,Americas,Oilseeds,75.6,12.82,175.37,38.16,51.35,238.0,1991.0,2024.0
Costa Rica,Americas,Other Industrial,83.87,12.76,116.99,69.32,-1.09,102.0,1991.0,2024.0
Costa Rica,Americas,Pulses,53.84,7.91,142.56,17.98,70.83,68.0,1991.0,2024.0
Costa Rica,Americas,Roots & Tubers,82.48,6.58,309.44,130.31,312.82,151.0,1991.0,2024.0
Costa Rica,Americas,Spices,81.73,20.81,173.54,45.41,116.79,68.0,1991.0,2024.0
Costa Rica,Americas,Sugar Crops,65.95,12.54,107.92,7.74,19.15,34.0,1991.0,2024.0
Costa Rica,Americas,Vegetables,80.72,4.52,283.99,96.31,20.91,332.0,1991.0,2024.0
Croatia,Europe,Aggregates,84.94,2.87,170.65,152.32,-78.66,66.0,1992.0,2024.0
Croatia,Europe,Cereals,95.87,2.18,243.22,172.44,-81.95,427.0,1992.0,2024.0
Croatia,Europe,Dairy & Eggs,78.36,1.78,127.87,94.92,-75.83,197.0,1992.0,2024.0
Croatia,Europe,Fruits,102.22,0.98,275.93,177.63,-76.91,673.0,1992.0,2024.0
Croatia,Europe,Meat,103.47,1.85,426.75,296.79,22.7,646.0,1992.0,2024.0
Croatia,Europe,Nuts,65.34,9.2,153.16,87.94,24.89,131.0,1992.0,2024.0
Croatia,Europe,Oilseeds,95.83,2.32,205.1,124.58,-80.94,198.0,1992.0,2024.0
Croatia,Europe,Other Industrial,95.9,1.5,193.83,131.18,-83.18,99.0,1992.0,2024.0
Croatia,Europe,Pulses,105.02,1.84,415.15,653.81,-84.66,263.0,1992.0,2024.0
Croatia,Europe,Roots & Tubers,99.12,3.45,173.48,159.81,-75.89,60.0,1992.0,2024.0
Croatia,Europe,Sugar Crops,101.75,4.65,135.3,202.98,-82.79,32.0,1992.0,2023.0
Croatia,Europe,Vegetables,93.26,0.94,564.52,170.6,22.95,684.0,1992.0,2024.0
Cuba,Americas,Aggregates,76.42,8.21,174.02,59.37,75.8,58.0,1996.0,2024.0
Cuba,Americas,Beverages,72.71,8.17,152.29,79.86,409.89,58.0,1996.0,2024.0
Cuba,Americas,Cereals,66.37,4.16,158.55,122.75,125.24,116.0,1996.0,2024.0
Cuba,Americas,Dairy & Eggs,80.71,15.05,211.08,56.53,9.49,145.0,1996.0,2024.0
Cuba,Americas,Fruits,73.79,2.8,179.2,123.29,34.39,406.0,1996.0,2024.0
Cuba,Americas,Meat,88.54,10.11,118.03,93.89,9.63,319.0,1996.0,2024.0
Cuba,Americas,Oilseeds,79.3,11.67,141.33,79.38,75.88,87.0,1996.0,2024.0
Cuba,Americas,Other Industrial,64.63,4.54,172.38,220.37,1828.19,58.0,1996.0,2024.0
Cuba,Americas,Pulses,76.07,4.28,170.89,91.86,103.02,58.0,1996.0,2024.0
Cuba,Americas,Roots & Tubers,74.92,4.11,170.71,44.22,24.67,145.0,1996.0,2024.0
Cuba,Americas,Spices,73.21,13.41,102.5,110.1,-1.35,29.0,1996.0,2024.0
Cuba,Americas,Vegetables,77.8,3.25,208.1,96.61,48.1,290.0,1996.0,2024.0
Cyprus,Asia,Aggregates,85.23,46.39,128.74,16.73,13.03,68.0,1991.0,2024.0
Cyprus,Asia,Cereals,95.26,55.96,201.93,25.8,87.97,180.0,1991.0,2024.0
Cyprus,Asia,Dairy & Eggs,82.62,37.0,164.18,19.35,2.61,204.0,1991.0,2024.0
Cyprus,Asia,Fruits,107.82,24.41,326.92,55.9,48.12,850.0,1991.0,2024.0
Cyprus,Asia,Meat,93.47,21.93,310.33,48.6,43.92,646.0,1991.0,2024.0
Cyprus,Asia,Nuts,97.82,31.92,176.21,45.54,59.74,170.0,1991.0,2024.0
Cyprus,Asia,Oilseeds,101.49,58.26,200.95,36.08,-18.85,136.0,1991.0,2024.0
Cyprus,Asia,Other Industrial,106.82,61.19,276.13,81.89,35.15,102.0,1991.0,2024.0
Cyprus,Asia,Pulses,96.72,25.59,203.02,65.65,-50.62,272.0,1991.0,2024.0
Cyprus,Asia,Roots & Tubers,108.88,48.74,215.69,43.59,-4.83,68.0,1991.0,2024.0
Cyprus,Asia,Vegetables,105.19,1.33,256.83,433.57,-6.23,816.0,1991.0,2024.0
Czechia,Europe,Aggregates,97.85,66.68,152.67,11.28,72.02,64.0,1993.0,2024.0
Czechia,Europe,Beverages,92.15,58.3,147.02,13.68,40.61,32.0,1993.0,2024.0
Czechia,Europe,Cereals,94.69,50.61,179.05,15.27,121.04,352.0,1993.0,2024.0
Czechia,Europe,Dairy & Eggs,100.18,71.12,210.12,13.06,84.98,192.0,1993.0,2024.0
Czechia,Europe,Fibers,119.25,72.61,160.6,10.28,44.8,62.0,1993.0,2024.0
Czechia,Europe,Fruits,97.07,23.3,272.07,52.03,255.47,480.0,1993.0,2024.0
Czechia,Europe,Meat,93.54,25.13,142.61,25.38,5.57,701.0,1993.0,2024.0
Czechia,Europe,Nuts,63.25,31.92,130.42,9.61,35.11,64.0,1993.0,2024.0
Czechia,Europe,Oilseeds,85.54,35.51,178.6,29.5,105.08,256.0,1993.0,2024.0
Czechia,Europe,Other Industrial,79.27,25.33,123.3,33.53,27.99,64.0,1993.0,2024.0
Czechia,Europe,Pulses,84.81,41.2,119.64,14.24,28.17,224.0,1993.0,2024.0
Czechia,Europe,Roots & Tubers,91.11,44.26,208.15,44.01,168.31,32.0,1993.0,2024.0
Czechia,Europe,Spices,89.57,63.53,135.06,15.64,-11.73,32.0,1993.0,2024.0
Czechia,Europe,Sugar Crops,101.07,81.25,154.16,10.89,22.25,32.0,1993.0,2024.0
Czechia,Europe,Vegetables,92.57,24.21,270.25,46.43,7.22,601.0,1993.0,2024.0
C̫te d'Ivoire,Other,Aggregates,74.5,27.05,125.23,23.15,19.29,68.0,1991.0,2024.0
C̫te d'Ivoire,Other,Beverages,83.61,24.89,141.75,65.9,-17.4,68.0,1991.0,2024.0
C̫te d'Ivoire,Other,Cereals,73.88,20.38,201.62,46.52,9.32,238.0,1991.0,2024.0
C̫te d'Ivoire,Other,Dairy & Eggs,136.15,33.55,429.26,182.88,19.98,136.0,1991.0,2024.0
C̫te d'Ivoire,Other,Fibers,83.33,34.27,119.36,14.95,-1.83,102.0,1991.0,2024.0
C̫te d'Ivoire,Other,Fruits,125.31,30.32,2190.79,333.09,-5.22,463.0,1991.0,2024.0
C̫te d'Ivoire,Other,Meat,98.03,8.65,514.71,174.72,50.89,442.0,1991.0,2024.0
C̫te d'Ivoire,Other,Nuts,91.37,9.86,217.53,83.16,37.47,204.0,1991.0,2024.0
C̫te d'Ivoire,Other,Oilseeds,78.34,3.25,248.96,284.65,94.4,340.0,1991.0,2024.0
C̫te d'Ivoire,Other,Other Industrial,75.67,13.41,187.39,167.36,-67.25,102.0,1991.0,2024.0
C̫te d'Ivoire,Other,Pulses,74.02,19.89,181.95,11.57,231.78,68.0,1991.0,2024.0
C̫te d'Ivoire,Other,Roots & Tubers,80.45,11.34,281.86,50.52,47.5,199.0,1991.0,2024.0
C̫te d'Ivoire,Other,Spices,74.63,4.88,221.77,74.22,41.38,121.0,1991.0,2024.0
C̫te d'Ivoire,Other,Sugar Crops,74.06,22.83,123.1,13.12,29.28,34.0,1991.0,2024.0
C̫te d'Ivoire,Other,Vegetables,89.49,15.88,313.04,113.38,19.1,408.0,1991.0,2024.0
Denmark,Europe,Aggregates,102.09,77.01,161.25,10.09,67.89,68.0,1991.0,2024.0
Denmark,Europe,Cereals,105.83,65.86,201.43,12.49,87.78,251.0,1991.0,2024.0
Denmark,Europe,Dairy & Eggs,96.27,58.6,165.26,19.66,17.17,136.0,1991.0,2024.0
Denmark,Europe,Fruits,97.57,28.4,359.01,83.83,83.93,368.0,1991.0,2024.0
Denmark,Europe,Meat,92.27,26.28,197.73,30.07,-4.56,612.0,1991.0,2024.0
