Area,Region,Product_Category,Avg_Price,Min_Price,Max_Price,Volatility,Trend_2010_2023,Data_Points,Year_Min,Year_Max
Hungary,Europe,Meat,77.87,15.54,260.97,22.22,13.01,748.0,1991.0,2024.0
Hungary,Europe,Nuts,87.74,7.13,312.49,72.77,148.24,170.0,1991.0,2024.0
Hungary,Europe,Oilseeds,76.55,5.51,260.71,38.18,71.04,306.0,1991.0,2024.0
Hungary,Europe,Other Industrial,65.82,9.69,268.61,103.35,22.04,102.0,1991.0,2024.0
Hungary,Europe,Pulses,66.03,4.74,188.64,48.19,93.77,306.0,1991.0,2024.0
Hungary,Europe,Roots & Tubers,85.19,17.78,428.7,31.28,33.78,68.0,1991.0,2024.0
Hungary,Europe,Spices,79.57,15.38,144.67,54.85,51.24,102.0,1991.0,2024.0
Hungary,Europe,Sugar Crops,97.54,21.55,246.84,18.27,159.88,34.0,1991.0,2024.0
Hungary,Europe,Vegetables,90.36,5.86,449.26,48.18,127.81,758.0,1991.0,2024.0
Iceland,Europe,Aggregates,91.81,57.48,168.76,8.77,74.93,68.0,1991.0,2024.0
Iceland,Europe,Cereals,93.21,70.78,124.35,4.78,,39.0,2012.0,2024.0
Iceland,Europe,Dairy & Eggs,86.47,40.15,178.04,34.3,108.06,136.0,1991.0,2024.0
Iceland,Europe,Fruits,98.83,61.23,131.78,18.33,19.11,34.0,1991.0,2024.0
Iceland,Europe,Meat,76.58,27.57,164.66,29.5,47.76,408.0,1991.0,2024.0
Iceland,Europe,Other Industrial,65.77,19.29,107.45,20.64,-57.91,34.0,1991.0,2024.0
Iceland,Europe,Roots & Tubers,71.5,26.96,147.52,34.51,50.11,34.0,1991.0,2024.0
Iceland,Europe,Vegetables,78.59,21.12,225.93,27.29,113.45,306.0,1991.0,2024.0
India,Asia,Aggregates,68.42,17.36,147.53,6.74,84.59,68.0,1991.0,2024.0
India,Asia,Beverages,70.53,15.07,150.11,35.92,89.24,102.0,1991.0,2024.0
India,Asia,Cereals,67.92,12.89,166.03,20.93,85.25,272.0,1991.0,2024.0
India,Asia,Dairy & Eggs,68.81,15.73,148.33,7.69,85.25,204.0,1991.0,2024.0
India,Asia,Fibers,71.77,17.82,155.99,19.57,52.98,204.0,1991.0,2024.0
India,Asia,Fruits,68.44,8.6,191.35,12.46,82.84,850.0,1991.0,2024.0
India,Asia,Meat,70.12,14.35,148.31,19.31,59.53,510.0,1991.0,2024.0
India,Asia,Nuts,68.95,16.89,152.06,11.25,93.1,136.0,1991.0,2024.0
India,Asia,Oilseeds,70.75,3.35,144.34,39.73,62.74,408.0,1991.0,2024.0
India,Asia,Other Industrial,71.43,15.43,165.92,22.82,80.39,170.0,1991.0,2024.0
India,Asia,Pulses,69.03,9.79,155.8,22.74,82.28,238.0,1991.0,2024.0
India,Asia,Roots & Tubers,70.59,19.79,148.6,12.76,74.38,102.0,1991.0,2024.0
India,Asia,Spices,69.92,13.13,152.3,46.99,83.2,204.0,1991.0,2024.0
India,Asia,Sugar Crops,74.1,27.31,123.97,10.24,59.26,34.0,1991.0,2024.0
India,Asia,Vegetables,69.25,8.5,200.33,20.83,66.22,646.0,1991.0,2024.0
Indonesia,Asia,Aggregates,62.47,5.95,140.08,67.5,82.16,68.0,1991.0,2024.0
Indonesia,Asia,Beverages,66.85,5.53,158.98,80.69,25.22,102.0,1991.0,2024.0
Indonesia,Asia,Cereals,57.8,3.43,142.97,59.94,108.06,150.0,1991.0,2024.0
Indonesia,Asia,Dairy & Eggs,67.63,4.86,148.57,50.57,48.46,238.0,1991.0,2024.0
Indonesia,Asia,Fibers,60.93,7.01,131.46,8.29,66.51,238.0,1991.0,2024.0
Indonesia,Asia,Fruits,67.11,2.88,193.8,87.36,160.08,442.0,1991.0,2024.0
Indonesia,Asia,Meat,61.36,3.31,234.52,38.12,75.88,578.0,1991.0,2024.0
Indonesia,Asia,Nuts,66.27,9.96,181.28,34.08,113.47,136.0,1991.0,2024.0
Indonesia,Asia,Oilseeds,61.43,7.46,186.27,28.31,65.62,272.0,1991.0,2024.0
Indonesia,Asia,Other Industrial,67.0,8.01,132.66,50.37,-5.04,136.0,1991.0,2024.0
Indonesia,Asia,Pulses,60.32,5.79,135.19,9.89,61.28,102.0,1991.0,2024.0
Indonesia,Asia,Roots & Tubers,59.4,3.22,150.05,37.08,75.04,136.0,1991.0,2024.0
Indonesia,Asia,Spices,76.93,3.82,677.95,254.07,57.0,238.0,1991.0,2024.0
Indonesia,Asia,Sugar Crops,62.01,10.07,140.09,11.68,72.56,68.0,1991.0,2024.0
Indonesia,Asia,Vegetables,60.96,2.15,174.15,127.45,113.58,612.0,1991.0,2024.0
Iran (Islamic Republic of),Asia,Aggregates,143.21,1.2,1191.25,18.56,3160.11,68.0,1991.0,2024.0
Iran (Islamic Republic of),Asia,Beverages,118.26,2.02,1046.73,29.02,3873.75,34.0,1991.0,2024.0
Iran (Islamic Republic of),Asia,Cereals,148.68,0.67,1720.09,54.81,4108.98,272.0,1991.0,2024.0
Iran (Islamic Republic of),Asia,Dairy & Eggs,133.76,0.68,1874.82,89.09,674.67,238.0,1991.0,2024.0
Iran (Islamic Republic of),Asia,Fibers,55.32,1.18,234.17,42.58,52.37,102.0,1991.0,2024.0
Iran (Islamic Republic of),Asia,Fruits,134.28,0.27,2822.21,137.97,2874.88,1054.0,1991.0,2024.0
Iran (Islamic Republic of),Asia,Meat,86.98,0.84,2786.47,93.57,599.45,680.0,1991.0,2024.0
Iran (Islamic Republic of),Asia,Nuts,139.6,0.62,1312.32,48.08,5436.67,204.0,1991.0,2024.0
Iran (Islamic Republic of),Asia,Oilseeds,117.3,0.71,2015.04,92.81,345.48,328.0,1991.0,2024.0
Iran (Islamic Republic of),Asia,Other Industrial,142.24,0.49,1230.99,207.15,2091.85,136.0,1991.0,2024.0
Iran (Islamic Republic of),Asia,Pulses,181.67,0.63,1584.81,37.51,4349.41,170.0,1991.0,2024.0
Iran (Islamic Republic of),Asia,Roots & Tubers,196.3,1.6,1672.9,88.4,2548.34,34.0,1991.0,2024.0
Iran (Islamic Republic of),Asia,Spices,60.27,0.78,259.99,219.73,627.23,102.0,1991.0,2024.0
Iran (Islamic Republic of),Asia,Sugar Crops,131.59,1.5,1355.96,97.67,3402.87,68.0,1991.0,2024.0
Iran (Islamic Republic of),Asia,Vegetables,134.14,0.68,1672.9,67.67,727.23,816.0,1991.0,2024.0
Iraq,Asia,Aggregates,59.9,0.02,125.22,438.0,17.08,66.0,1991.0,2024.0
Iraq,Asia,Cereals,74.7,0.01,177.55,199.37,-30.47,217.0,1991.0,2024.0
Iraq,Asia,Dairy & Eggs,89.41,0.23,135.17,240.93,27.17,126.0,1991.0,2024.0
Iraq,Asia,Fruits,99.83,17.49,289.83,57.8,-27.47,320.0,1999.0,2024.0
Iraq,Asia,Meat,106.91,27.36,212.84,23.89,-21.69,156.0,1999.0,2024.0
Iraq,Asia,Oilseeds,56.7,0.6,107.13,50.43,-0.83,68.0,1991.0,2024.0
Iraq,Asia,Pulses,95.03,69.27,116.18,11.7,,55.0,2011.0,2024.0
Iraq,Asia,Roots & Tubers,72.73,31.35,105.8,21.73,26.96,26.0,1999.0,2024.0
Iraq,Asia,Vegetables,77.75,11.53,179.18,62.8,11.09,448.0,1999.0,2024.0
Ireland,Europe,Aggregates,101.14,71.97,190.49,11.07,49.5,68.0,1991.0,2024.0
Ireland,Europe,Beverages,99.95,69.86,150.64,12.67,-2.33,34.0,1991.0,2024.0
Ireland,Europe,Cereals,93.86,37.13,200.7,31.13,94.82,272.0,1991.0,2024.0
Ireland,Europe,Dairy & Eggs,90.56,54.71,194.54,29.0,74.87,136.0,1991.0,2024.0
Ireland,Europe,Fruits,84.21,47.78,132.75,8.56,14.07,238.0,1991.0,2024.0
Ireland,Europe,Meat,84.99,40.12,186.23,20.53,25.1,578.0,1991.0,2024.0
Ireland,Europe,Oilseeds,92.19,59.18,150.64,9.97,5.92,68.0,1991.0,2024.0
Ireland,Europe,Other Industrial,83.38,29.14,125.05,64.21,-4.99,68.0,1991.0,2024.0
Ireland,Europe,Pulses,95.18,60.01,117.36,10.33,3.84,136.0,1991.0,2024.0
Ireland,Europe,Roots & Tubers,80.94,40.41,155.05,25.65,-4.99,34.0,1991.0,2024.0
Ireland,Europe,Sugar Crops,94.34,66.07,150.64,11.37,-3.93,34.0,1991.0,2024.0
Ireland,Europe,Vegetables,95.49,28.69,263.09,50.82,58.66,544.0,1991.0,2024.0
Israel,Asia,Aggregates,82.4,32.86,123.65,18.54,21.92,68.0,1991.0,2024.0
Israel,Asia,Cereals,80.61,25.2,145.85,56.25,82.11,238.0,1991.0,2024.0
Israel,Asia,Dairy & Eggs,88.73,31.19,143.0,28.42,20.23,204.0,1991.0,2024.0
Israel,Asia,Fibers,80.79,27.23,146.53,26.38,42.87,102.0,1991.0,2024.0
Israel,Asia,Fruits,74.99,11.04,248.44,40.98,17.51,1054.0,1991.0,2024.0
Israel,Asia,Meat,82.57,14.57,191.77,31.24,13.58,612.0,1991.0,2024.0
Israel,Asia,Nuts,66.88,14.2,148.29,114.95,555.89,131.0,1991.0,2024.0
Israel,Asia,Oilseeds,79.74,8.27,186.93,68.89,12.14,272.0,1991.0,2024.0
Israel,Asia,Other Industrial,83.8,25.9,144.62,30.23,4.28,92.0,1991.0,2024.0
Israel,Asia,Pulses,87.12,24.08,171.26,30.63,34.22,204.0,1991.0,2024.0
Israel,Asia,Roots & Tubers,75.15,14.96,141.34,31.32,-13.9,68.0,1991.0,2024.0
Israel,Asia,Vegetables,74.2,1.38,233.72,85.52,70.35,816.0,1991.0,2024.0
Italy,Europe,Aggregates,97.49,76.63,144.99,8.92,53.64,68.0,1991.0,2024.0
Italy,Europe,Cereals,99.38,31.1,216.47,32.88,16.62,374.0,1991.0,2024.0
Italy,Europe,Dairy & Eggs,96.54,45.48,172.74,27.12,71.72,238.0,1991.0,2024.0
Italy,Europe,Fibers,100.66,88.42,123.32,5.63,5.94,66.0,1991.0,2024.0
Italy,Europe,Fruits,101.16,49.24,339.21,34.69,24.42,1054.0,1991.0,2024.0
Italy,Europe,Meat,91.03,53.99,173.13,17.72,14.72,680.0,1991.0,2024.0
Italy,Europe,Nuts,64.75,20.03,197.62,24.05,51.75,238.0,1991.0,2024.0
Italy,Europe,Oilseeds,89.25,42.17,201.14,36.13,-1.3,340.0,1991.0,2024.0
Italy,Europe,Other Industrial,90.87,32.4,128.75,25.58,41.41,170.0,1991.0,2024.0
Italy,Europe,Pulses,88.54,37.18,186.35,21.1,66.8,306.0,1991.0,2024.0
Italy,Europe,Roots & Tubers,92.98,45.54,226.13,22.08,87.28,68.0,1991.0,2024.0
Italy,Europe,Sugar Crops,103.93,74.6,137.25,11.14,12.77,34.0,1991.0,2024.0
Italy,Europe,Vegetables,98.26,45.35,226.61,32.33,11.4,816.0,1991.0,2024.0
Jamaica,Americas,Aggregates,69.69,3.44,306.69,41.04,202.24,68.0,1991.0,2024.0
Jamaica,Americas,Beverages,57.77,1.33,252.53,115.74,94.15,68.0,1991.0,2024.0
Jamaica,Americas,Cereals,76.33,1.38,394.97,38.94,426.79,136.0,1991.0,2024.0
Jamaica,Americas,Dairy & Eggs,67.65,2.63,357.79,58.65,342.8,136.0,1991.0,2024.0
Jamaica,Americas,Fibers,75.94,11.52,125.38,15.12,39.83,102.0,1991.0,2024.0
Jamaica,Americas,Fruits,75.04,3.74,320.53,77.97,44.13,537.0,1991.0,2024.0
Jamaica,Americas,Meat,92.38,2.1,950.38,116.57,11.33,374.0,1991.0,2024.0
Jamaica,Americas,Oilseeds,81.85,5.42,338.6,99.98,36.51,102.0,1991.0,2024.0
Jamaica,Americas,Other Industrial,67.08,1.78,205.34,164.15,539.98,68.0,1991.0,2024.0
Jamaica,Americas,Pulses,69.18,3.66,230.23,21.89,108.54,204.0,1991.0,2024.0
Jamaica,Americas,Roots & Tubers,78.98,3.14,397.73,33.57,123.95,170.0,1991.0,2024.0
Jamaica,Americas,Spices,76.61,2.69,333.96,68.96,205.14,102.0,1991.0,2024.0
Jamaica,Americas,Sugar Crops,79.84,4.87,298.49,24.07,298.63,34.0,1991.0,2024.0
Jamaica,Americas,Vegetables,82.41,4.05,416.85,56.03,213.36,646.0,1991.0,2024.0
Japan,Asia,Aggregates,98.47,75.56,144.86,21.03,18.32,68.0,1991.0,2024.0
Japan,Asia,Beverages,112.21,79.77,201.61,27.96,-2.08,68.0,1991.0,2024.0
Japan,Asia,Cereals,202.74,55.65,568.82,122.8,-10.34,306.0,1991.0,2024.0
Japan,Asia,Dairy & Eggs,90.24,64.04,169.04,11.22,81.56,136.0,1991.0,2024.0
Japan,Asia,Fibers,79.62,43.24,117.14,3.03,30.99,32.0,1993.0,2024.0
Japan,Asia,Fruits,103.03,44.72,271.11,37.23,42.63,770.0,1991.0,2024.0
Japan,Asia,Meat,92.83,58.33,156.46,23.27,79.41,544.0,1991.0,2024.0
Japan,Asia,Nuts,107.54,51.2,285.31,17.72,320.42,68.0,1991.0,2024.0
Japan,Asia,Oilseeds,108.64,34.14,204.85,63.1,5.12,136.0,1991.0,2024.0
Japan,Asia,Other Industrial,93.51,75.63,125.84,7.3,38.98,102.0,1991.0,2024.0
Japan,Asia,Pulses,97.19,47.84,157.1,25.88,63.94,204.0,1991.0,2024.0
Japan,Asia,Roots & Tubers,90.19,46.43,152.39,31.34,9.74,170.0,1991.0,2024.0
Japan,Asia,Spices,71.38,33.49,106.37,12.98,5.78,34.0,1991.0,2024.0
Japan,Asia,Sugar Crops,112.51,90.75,166.82,32.31,14.14,68.0,1991.0,2024.0
Japan,Asia,Vegetables,93.55,16.32,479.91,46.46,40.56,850.0,1991.0,2024.0
Jordan,Asia,Aggregates,68.45,37.1,112.72,11.44,32.54,68.0,1991.0,2024.0
Jordan,Asia,Cereals,79.45,25.32,233.23,103.48,53.81,238.0,1991.0,2024.0
Jordan,Asia,Dairy & Eggs,70.43,32.44,112.22,17.07,80.19,204.0,1991.0,2024.0
Jordan,Asia,Fruits,78.27,11.35,377.16,74.48,51.1,782.0,1991.0,2024.0
Jordan,Asia,Meat,73.04,20.5,138.48,19.31,34.63,612.0,1991.0,2024.0
Jordan,Asia,Nuts,76.57,34.02,158.97,11.27,55.95,77.0,1991.0,2024.0
Jordan,Asia,Oilseeds,66.16,14.01,165.53,74.59,40.62,111.0,1991.0,2024.0
Jordan,Asia,Other Industrial,70.47,20.2,116.34,54.9,75.65,102.0,1991.0,2024.0
Jordan,Asia,Pulses,70.43,18.79,120.26,63.06,62.39,170.0,1991.0,2024.0
Jordan,Asia,Roots & Tubers,71.39,26.4,129.49,41.6,15.58,34.0,1991.0,2024.0
Jordan,Asia,Spices,137.07,76.77,215.16,31.28,,10.0,2015.0,2024.0
Jordan,Asia,Vegetables,65.31,12.15,216.69,49.26,127.49,785.0,1991.0,2024.0
Kazakhstan,Asia,Aggregates,85.7,3.94,311.47,39.6,284.54,62.0,1994.0,2024.0
Kazakhstan,Asia,Cereals,95.09,4.65,441.2,34.05,408.26,372.0,1994.0,2024.0
Kazakhstan,Asia,Dairy & Eggs,80.7,2.62,312.03,43.99,218.44,240.0,1994.0,2024.0
Kazakhstan,Asia,Fibers,72.54,17.63,220.1,56.77,-23.6,93.0,1994.0,2024.0
Kazakhstan,Asia,Fruits,76.15,2.02,896.1,80.62,249.0,567.0,1994.0,2024.0
Kazakhstan,Asia,Meat,77.49,1.3,330.39,47.72,278.75,507.0,1994.0,2024.0
Kazakhstan,Asia,Nuts,79.45,6.98,316.7,19.23,115.36,124.0,1994.0,2024.0
Kazakhstan,Asia,Oilseeds,90.12,5.72,470.38,34.75,-1.44,310.0,1994.0,2024.0
Kazakhstan,Asia,Other Industrial,71.19,1.22,268.16,96.72,53.36,93.0,1994.0,2024.0
Kazakhstan,Asia,Pulses,70.59,3.12,338.28,45.71,42.47,155.0,1994.0,2024.0
Kazakhstan,Asia,Roots & Tubers,88.69,14.1,223.21,20.01,123.84,31.0,1994.0,2024.0
Kazakhstan,Asia,Spices,72.21,10.18,158.97,17.89,100.77,31.0,1994.0,2024.0
Kazakhstan,Asia,Sugar Crops,79.49,17.5,174.56,31.11,59.54,31.0,1994.0,2024.0
Kazakhstan,Asia,Vegetables,76.19,3.23,338.97,43.46,122.99,651.0,1994.0,2024.0
Kenya,Africa,Aggregates,65.78,8.86,145.34,30.08,90.53,68.0,1991.0,2024.0
Kenya,Africa,Beverages,72.9,10.59,176.09,38.34,54.79,68.0,1991.0,2024.0
Kenya,Africa,Cereals,68.39,2.18,228.96,83.26,21.3,306.0,1991.0,2024.0
Kenya,Africa,Dairy & Eggs,64.4,6.32,139.3,30.75,50.18,238.0,1991.0,2024.0
Kenya,Africa,Fibers,68.36,5.96,171.15,70.53,24.48,136.0,1991.0,2024.0
Kenya,Africa,Fruits,82.3,5.56,595.33,98.71,36.8,816.0,1991.0,2024.0
Kenya,Africa,Meat,70.16,5.95,195.4,62.14,68.59,544.0,1991.0,2024.0
Kenya,Africa,Nuts,68.7,20.41,161.59,12.71,142.16,136.0,1991.0,2024.0
Kenya,Africa,Oilseeds,95.67,13.49,671.69,67.89,141.67,272.0,1991.0,2024.0
Kenya,Africa,Other Industrial,64.31,2.51,203.29,101.76,108.91,170.0,1991.0,2024.0
Kenya,Africa,Pulses,64.48,4.24,136.7,37.95,104.95,238.0,1991.0,2024.0
Kenya,Africa,Roots & Tubers,66.75,4.87,221.18,32.21,117.72,170.0,1991.0,2024.0
Kenya,Africa,Spices,69.38,10.08,161.63,31.71,142.53,272.0,1991.0,2024.0
Kenya,Africa,Sugar Crops,83.72,16.38,192.29,16.66,72.36,34.0,1991.0,2024.0
Kenya,Africa,Vegetables,82.0,3.65,575.4,210.85,45.15,646.0,1991.0,2024.0
Kuwait,Asia,Aggregates,95.86,78.88,115.55,16.2,,22.0,2014.0,2024.0
Kuwait,Asia,Cereals,93.69,68.57,130.82,25.71,,66.0,2014.0,2024.0
Kuwait,Asia,Dairy & Eggs,100.36,100.0,106.25,1.45,,33.0,2014.0,2024.0
Kuwait,Asia,Fruits,90.44,24.0,293.7,158.97,,119.0,2014.0,2024.0
Kuwait,Asia,Oilseeds,71.63,29.85,115.38,74.5,,33.0,2014.0,2024.0
Kuwait,Asia,Other Industrial,100.0,100.0,100.0,0.0,,11.0,2014.0,2024.0
Kuwait,Asia,Roots & Tubers,101.4,100.0,115.38,6.43,,11.0,2014.0,2024.0
Kuwait,Asia,Vegetables,110.65,32.31,200.0,63.78,,198.0,2014.0,2024.0
Kyrgyzstan,Asia,Aggregates,79.91,16.85,168.63,14.55,160.1,54.0,1998.0,2024.0
Kyrgyzstan,Asia,Cereals,77.38,8.5,243.01,41.01,294.07,324.0,1998.0,2024.0
Kyrgyzstan,Asia,Dairy & Eggs,74.01,15.88,170.36,18.81,107.36,189.0,1998.0,2024.0
Kyrgyzstan,Asia,Fibers,130.47,40.51,324.27,40.58,-25.09,81.0,1998.0,2024.0
Kyrgyzstan,Asia,Fruits,97.09,8.25,232.32,143.97,-36.17,540.0,1998.0,2024.0
Kyrgyzstan,Asia,Meat,70.63,11.07,181.76,23.54,98.72,405.0,1998.0,2024.0
Kyrgyzstan,Asia,Nuts,90.87,14.3,182.78,52.67,69.39,189.0,1998.0,2024.0
Kyrgyzstan,Asia,Oilseeds,97.28,36.42,378.36,21.26,28.73,270.0,1998.0,2024.0
Kyrgyzstan,Asia,Other Industrial,134.37,16.69,1259.23,190.03,406.04,108.0,1998.0,2024.0
Kyrgyzstan,Asia,Pulses,73.77,10.47,223.74,53.78,54.6,108.0,1998.0,2024.0
Kyrgyzstan,Asia,Roots & Tubers,78.91,14.3,171.18,39.29,159.31,27.0,1998.0,2024.0
Kyrgyzstan,Asia,Spices,97.84,40.51,144.76,8.72,28.73,81.0,1998.0,2024.0
Kyrgyzstan,Asia,Sugar Crops,85.98,20.2,183.33,47.02,16.55,27.0,1998.0,2024.0
Kyrgyzstan,Asia,Vegetables,92.39,3.83,621.35,103.0,55.43,459.0,1998.0,2024.0
Lao People's Democratic Republic,Asia,Aggregates,57.05,2.68,107.95,83.04,-5.75,68.0,1991.0,2024.0
Lao People's Democratic Republic,Asia,Beverages,64.59,4.11,104.21,164.77,27.55,68.0,1991.0,2024.0
Lao People's Democratic Republic,Asia,Cereals,62.03,4.18,122.18,19.32,4.57,136.0,1991.0,2024.0
Lao People's Democratic Republic,Asia,Dairy & Eggs,51.71,2.3,104.15,78.93,6.45,170.0,1991.0,2024.0
Lao People's Democratic Republic,Asia,Fibers,70.81,3.82,151.13,95.35,62.45,136.0,1991.0,2024.0
Lao People's Democratic Republic,Asia,Fruits,66.84,4.44,111.81,68.16,4.23,476.0,1991.0,2024.0
Lao People's Democratic Republic,Asia,Meat,59.04,1.67,156.79,49.38,61.95,510.0,1991.0,2024.0
Lao People's Democratic Republic,Asia,Oilseeds,62.88,3.78,158.99,72.85,79.16,170.0,1991.0,2024.0
Lao People's Democratic Republic,Asia,Other Industrial,62.17,4.02,123.26,23.19,40.0,34.0,1991.0,2024.0
Lao People's Democratic Republic,Asia,Pulses,58.87,5.92,137.42,32.53,103.53,102.0,1991.0,2024.0
Lao People's Democratic Republic,Asia,Roots & Tubers,74.88,2.24,171.1,83.3,-20.43,102.0,1991.0,2024.0
Lao People's Democratic Republic,Asia,Spices,55.41,2.93,104.15,19.76,36.53,68.0,1991.0,2024.0
Lao People's Democratic Republic,Asia,Sugar Crops,60.41,0.61,148.18,386.7,20.67,34.0,1991.0,2024.0
Lao People's Democratic Republic,Asia,Vegetables,74.43,1.94,184.68,65.46,18.51,170.0,1991.0,2024.0
Latvia,Europe,Aggregates,92.66,22.97,188.54,18.37,44.35,66.0,1992.0,2024.0
Latvia,Europe,Cereals,95.52,30.15,245.05,27.97,36.47,363.0,1992.0,2024.0
Latvia,Europe,Dairy & Eggs,88.92,16.41,217.51,33.67,109.06,198.0,1992.0,2024.0
Latvia,Europe,Fibers,60.97,11.79,130.39,54.87,107.35,64.0,1992.0,2024.0
Latvia,Europe,Fruits,83.36,12.44,287.48,58.0,134.16,362.0,1992.0,2024.0
Latvia,Europe,Meat,96.07,6.02,535.21,152.1,6.76,495.0,1992.0,2024.0
Latvia,Europe,Oilseeds,89.2,16.68,251.62,41.64,307.28,132.0,1992.0,2024.0
Latvia,Europe,Other Industrial,90.98,16.99,177.95,48.31,-2.02,66.0,1992.0,2024.0
Latvia,Europe,Pulses,95.86,32.4,422.69,65.83,125.01,194.0,1992.0,2024.0
Latvia,Europe,Roots & Tubers,84.01,31.19,156.72,22.61,44.41,33.0,1992.0,2024.0
Latvia,Europe,Sugar Crops,68.06,42.14,137.62,28.44,10.82,33.0,1992.0,2024.0
Latvia,Europe,Vegetables,99.03,5.71,286.72,92.07,19.05,520.0,1992.0,2024.0
Lebanon,Asia,Aggregates,72.36,15.01,128.77,26.5,81.4,68.0,1991.0,2024.0
Lebanon,Asia,Cereals,89.81,13.01,188.19,38.0,57.14,238.0,1991.0,2024.0
Lebanon,Asia,Dairy & Eggs,72.78,3.0,128.57,89.52,34.87,204.0,1991.0,2024.0
Lebanon,Asia,Fruits,69.6,1.53,191.84,89.67,32.96,768.0,1991.0,2024.0
Lebanon,Asia,Meat,75.77,4.52,140.91,49.5,140.65,374.0,1991.0,2024.0
Lebanon,Asia,Nuts,78.53,14.42,142.43,50.08,35.05,136.0,1991.0,2024.0
Lebanon,Asia,Oilseeds,84.14,13.66,143.56,42.69,30.96,170.0,1991.0,2024.0
Lebanon,Asia,Other Industrial,82.91,9.44,176.52,42.52,94.96,136.0,1991.0,2024.0
Lebanon,Asia,Pulses,79.36,4.95,223.74,45.34,125.38,306.0,1991.0,2024.0
Lebanon,Asia,Roots & Tubers,76.91,7.93,122.31,74.85,78.46,68.0,1991.0,2024.0
Lebanon,Asia,Spices,75.17,24.11,126.46,9.3,6.82,68.0,1991.0,2024.0
Lebanon,Asia,Sugar Crops,67.1,1.28,172.03,116.06,203.1,68.0,1991.0,2024.0
Lebanon,Asia,Vegetables,71.85,0.45,391.61,145.61,238.34,714.0,1991.0,2024.0
Lithuania,Europe,Aggregates,94.7,5.17,206.15,90.65,48.93,66.0,1992.0,2024.0
Lithuania,Europe,Cereals,100.95,8.81,242.83,28.04,56.81,350.0,1992.0,2024.0
Lithuania,Europe,Dairy & Eggs,97.78,2.13,215.52,123.9,62.87,164.0,1992.0,2024.0
Lithuania,Europe,Fibers,165.32,55.35,404.72,26.29,-77.43,62.0,1993.0,2024.0
Lithuania,Europe,Fruits,85.95,0.84,386.05,154.02,73.15,410.0,1992.0,2024.0
Lithuania,Europe,Meat,94.53,6.41,202.63,58.58,39.07,536.0,1992.0,2024.0
Lithuania,Europe,Oilseeds,85.2,11.09,197.26,59.75,15.03,130.0,1992.0,2024.0
Lithuania,Europe,Other Industrial,101.01,5.08,200.41,171.32,14.85,65.0,1992.0,2024.0
Lithuania,Europe,Pulses,92.48,35.7,221.98,50.23,85.86,256.0,1993.0,2024.0
Lithuania,Europe,Roots & Tubers,106.0,5.4,252.61,77.75,99.68,33.0,1992.0,2024.0
Lithuania,Europe,Sugar Crops,118.87,12.74,170.06,152.78,-10.17,33.0,1992.0,2024.0
Lithuania,Europe,Vegetables,97.45,5.4,304.18,155.18,8.95,629.0,1992.0,2024.0
Luxembourg,Europe,Aggregates,107.23,80.86,160.1,9.79,39.91,50.0,2000.0,2024.0
Luxembourg,Europe,Cereals,98.99,55.43,164.75,14.66,5.45,250.0,2000.0,2024.0
Luxembourg,Europe,Dairy & Eggs,101.59,55.06,162.66,25.98,47.95,100.0,2000.0,2024.0
Luxembourg,Europe,Fruits,90.99,33.81,140.71,18.68,33.06,200.0,2000.0,2024.0
Luxembourg,Europe,Meat,107.11,61.67,226.02,35.34,24.17,350.0,2000.0,2024.0
Luxembourg,Europe,Nuts,96.12,74.58,119.87,5.81,4.83,50.0,2000.0,2024.0
Luxembourg,Europe,Oilseeds,92.38,53.44,149.15,14.29,2.94,50.0,2000.0,2024.0
Luxembourg,Europe,Other Industrial,95.78,66.67,119.61,22.29,47.37,50.0,2000.0,2024.0
Luxembourg,Europe,Pulses,87.95,57.02,132.26,14.37,24.85,100.0,2000.0,2024.0
Luxembourg,Europe,Roots & Tubers,115.93,58.91,204.01,26.78,37.42,25.0,2000.0,2024.0
Luxembourg,Europe,Vegetables,126.67,42.07,236.54,25.5,-29.75,275.0,2000.0,2024.0
Madagascar,Africa,Aggregates,68.41,3.31,146.98,86.69,49.45,68.0,1991.0,2024.0
Madagascar,Africa,Beverages,70.52,1.17,214.88,235.47,62.31,102.0,1991.0,2024.0
Madagascar,Africa,Cereals,76.48,6.16,245.64,88.76,42.8,238.0,1991.0,2024.0
Madagascar,Africa,Dairy & Eggs,62.88,3.1,131.38,38.31,17.19,170.0,1991.0,2024.0
Madagascar,Africa,Fibers,65.58,5.73,144.98,33.65,32.68,238.0,1991.0,2024.0
Madagascar,Africa,Fruits,72.42,7.57,177.29,194.9,28.11,646.0,1991.0,2024.0
Madagascar,Africa,Meat,65.24,1.08,168.12,106.5,45.5,680.0,1991.0,2024.0
Madagascar,Africa,Nuts,62.72,7.58,144.98,39.49,45.76,136.0,1991.0,2024.0
Madagascar,Africa,Oilseeds,66.19,6.35,147.83,30.7,48.54,272.0,1991.0,2024.0
Madagascar,Africa,Other Industrial,64.24,1.99,144.98,47.63,25.26,170.0,1991.0,2024.0
Madagascar,Africa,Pulses,74.18,7.58,179.2,129.09,60.44,204.0,1991.0,2024.0
Madagascar,Africa,Roots & Tubers,71.02,3.07,139.06,94.15,9.72,136.0,1991.0,2024.0
Madagascar,Africa,Spices,90.97,0.3,2215.41,1863.5,28.47,306.0,1991.0,2024.0
