Region,Year,Product_Category,Avg_Price,Std_Price,Min_Price,Max_Price,Count
Oceania,2004,Vegetables,60.8,19.37,2.92,92.95,56
Oceania,2005,Aggregates,67.33,9.88,49.79,78.82,9
Oceania,2005,Beverages,61.76,10.75,47.51,76.02,6
Oceania,2005,Cereals,60.83,7.98,42.97,77.21,26
Oceania,2005,Dairy & Eggs,70.62,9.7,56.25,81.68,15
Oceania,2005,Fibers,138.99,98.46,72.34,291.92,5
Oceania,2005,Fruits,68.43,18.6,24.71,153.69,87
Oceania,2005,Meat,77.36,17.24,29.11,131.38,58
Oceania,2005,Nuts,81.51,6.42,73.11,88.72,4
Oceania,2005,Oilseeds,62.83,20.8,11.95,102.77,19
Oceania,2005,Other Industrial,74.44,23.01,58.62,130.0,8
Oceania,2005,Pulses,69.45,19.28,43.51,108.84,14
Oceania,2005,Roots & Tubers,67.09,16.27,48.54,116.27,15
Oceania,2005,Spices,61.59,18.65,36.35,76.02,4
Oceania,2005,Sugar Crops,77.05,14.68,66.67,87.43,2
Oceania,2005,Vegetables,61.93,19.68,2.97,98.04,56
Oceania,2006,Aggregates,65.21,11.79,46.3,74.43,9
Oceania,2006,Beverages,58.56,13.94,43.1,76.02,6
Oceania,2006,Cereals,60.81,6.93,46.22,70.97,26
Oceania,2006,Dairy & Eggs,70.1,11.26,51.42,82.77,15
Oceania,2006,Fibers,134.06,88.69,71.91,272.21,5
Oceania,2006,Fruits,72.26,24.54,24.71,183.05,87
Oceania,2006,Meat,75.67,18.64,31.19,129.59,58
Oceania,2006,Nuts,89.08,17.26,70.53,105.46,4
Oceania,2006,Oilseeds,59.49,19.47,11.95,76.02,19
Oceania,2006,Other Industrial,73.76,27.8,51.42,140.0,8
Oceania,2006,Pulses,59.79,11.26,42.62,83.49,14
Oceania,2006,Roots & Tubers,63.77,13.36,48.54,92.38,15
Oceania,2006,Spices,59.63,19.2,36.35,76.02,4
Oceania,2006,Sugar Crops,68.1,5.22,64.41,71.79,2
Oceania,2006,Vegetables,66.16,22.64,3.09,111.98,56
Oceania,2007,Aggregates,71.85,11.34,51.76,87.38,9
Oceania,2007,Beverages,63.18,12.65,47.17,80.39,6
Oceania,2007,Cereals,74.77,12.11,46.22,94.02,26
Oceania,2007,Dairy & Eggs,73.63,9.91,56.25,83.56,15
Oceania,2007,Fibers,131.67,77.59,77.51,252.5,5
Oceania,2007,Fruits,83.15,32.42,24.71,281.38,87
Oceania,2007,Meat,77.53,16.23,31.19,115.47,58
Oceania,2007,Nuts,75.55,15.36,56.16,89.78,4
Oceania,2007,Oilseeds,66.52,21.59,11.95,83.0,19
Oceania,2007,Other Industrial,79.29,25.54,61.1,140.0,8
Oceania,2007,Pulses,78.32,18.78,51.85,110.33,14
Oceania,2007,Roots & Tubers,74.77,20.44,58.25,139.3,15
Oceania,2007,Spices,59.09,16.56,36.35,76.02,4
Oceania,2007,Sugar Crops,84.44,0.25,84.27,84.62,2
Oceania,2007,Vegetables,71.51,24.32,3.2,114.2,56
Oceania,2008,Aggregates,86.6,27.76,51.47,127.03,9
Oceania,2008,Beverages,75.38,17.77,55.42,105.16,6
Oceania,2008,Cereals,90.54,19.5,52.14,131.02,26
Oceania,2008,Dairy & Eggs,89.46,26.25,60.17,132.89,15
Oceania,2008,Fibers,128.06,67.42,82.24,232.8,5
Oceania,2008,Fruits,79.79,24.45,24.71,190.27,87
Oceania,2008,Meat,80.73,17.61,31.19,121.1,58
Oceania,2008,Nuts,66.81,18.76,39.17,80.44,4
Oceania,2008,Oilseeds,73.05,24.89,11.95,108.38,19
Oceania,2008,Other Industrial,84.67,28.16,60.17,150.0,8
Oceania,2008,Pulses,85.01,20.71,45.37,111.84,14
Oceania,2008,Roots & Tubers,82.76,29.21,52.51,138.18,15
Oceania,2008,Spices,60.06,17.08,36.35,76.02,4
Oceania,2008,Sugar Crops,73.96,10.32,66.67,81.26,2
Oceania,2008,Vegetables,75.97,27.88,3.25,138.18,56
Oceania,2009,Aggregates,75.74,15.29,53.36,91.44,9
Oceania,2009,Beverages,86.71,39.2,53.36,163.16,6
Oceania,2009,Cereals,95.86,20.96,66.92,147.14,26
Oceania,2009,Dairy & Eggs,83.11,16.8,53.36,105.46,15
Oceania,2009,Fibers,126.45,56.1,87.27,213.09,5
Oceania,2009,Fruits,82.91,21.32,24.71,180.7,87
Oceania,2009,Meat,86.82,23.31,42.01,145.95,62
Oceania,2009,Nuts,63.35,20.28,41.18,90.35,4
Oceania,2009,Oilseeds,74.68,28.24,9.96,109.58,19
Oceania,2009,Other Industrial,79.8,19.44,53.36,120.0,8
Oceania,2009,Pulses,90.43,27.65,37.84,124.31,14
Oceania,2009,Roots & Tubers,100.74,68.24,43.8,297.65,15
Oceania,2009,Spices,58.18,17.28,36.35,76.02,4
Oceania,2009,Sugar Crops,74.91,10.09,67.78,82.05,2
Oceania,2009,Vegetables,82.99,37.02,5.53,260.53,56
Oceania,2010,Aggregates,78.33,19.64,47.89,106.95,9
Oceania,2010,Beverages,87.65,22.69,61.14,125.98,6
Oceania,2010,Cereals,92.49,24.67,62.42,161.61,26
Oceania,2010,Dairy & Eggs,84.82,16.34,61.14,109.8,15
Oceania,2010,Fibers,123.96,44.5,92.15,193.38,5
Oceania,2010,Fruits,84.23,17.29,24.71,136.1,87
Oceania,2010,Meat,87.97,21.53,42.01,174.37,62
Oceania,2010,Nuts,69.94,25.32,49.55,106.94,4
Oceania,2010,Oilseeds,79.12,26.65,10.29,105.17,19
Oceania,2010,Other Industrial,83.34,18.1,61.14,120.0,8
Oceania,2010,Pulses,83.39,20.93,39.09,102.0,14
Oceania,2010,Roots & Tubers,75.21,22.29,45.25,111.14,15
Oceania,2010,Spices,72.72,12.17,61.14,87.38,4
Oceania,2010,Sugar Crops,91.42,30.26,70.02,112.82,2
Oceania,2010,Vegetables,82.32,28.72,5.86,175.71,57
Oceania,2011,Aggregates,90.4,27.2,51.83,132.85,9
Oceania,2011,Beverages,90.08,15.78,66.58,103.28,6
Oceania,2011,Cereals,90.44,14.39,62.39,118.35,26
Oceania,2011,Dairy & Eggs,94.65,21.44,66.58,136.04,15
Oceania,2011,Fibers,122.71,32.43,96.89,173.68,5
Oceania,2011,Fruits,90.8,20.32,24.77,135.41,87
Oceania,2011,Meat,95.06,25.4,42.01,218.34,62
Oceania,2011,Nuts,78.91,29.8,62.18,123.53,4
Oceania,2011,Oilseeds,85.36,28.72,11.55,108.78,19
Oceania,2011,Other Industrial,94.27,15.45,66.58,120.0,8
Oceania,2011,Pulses,80.58,17.9,43.86,103.28,14
Oceania,2011,Roots & Tubers,83.85,23.61,50.77,118.89,15
Oceania,2011,Spices,85.64,14.94,66.58,102.81,4
Oceania,2011,Sugar Crops,88.0,13.36,78.55,97.44,2
Oceania,2011,Vegetables,86.97,28.71,4.77,158.28,57
Oceania,2012,Aggregates,91.55,18.62,57.74,110.11,10
Oceania,2012,Beverages,92.14,14.71,73.73,108.51,6
Oceania,2012,Cereals,94.13,21.13,64.73,134.52,26
Oceania,2012,Dairy & Eggs,92.48,11.82,73.73,110.43,15
Oceania,2012,Fibers,116.21,25.04,96.86,153.97,5
Oceania,2012,Fruits,87.69,19.59,23.76,173.22,97
Oceania,2012,Meat,94.98,23.51,42.01,211.82,62
Oceania,2012,Nuts,76.39,29.95,52.42,117.64,4
Oceania,2012,Oilseeds,87.55,27.19,13.01,108.51,21
Oceania,2012,Other Industrial,95.19,15.85,73.73,120.0,8
Oceania,2012,Pulses,77.02,13.08,49.41,96.86,14
Oceania,2012,Roots & Tubers,93.53,25.13,57.2,131.62,18
Oceania,2012,Spices,85.21,16.21,73.73,108.51,4
Oceania,2012,Sugar Crops,99.38,15.39,88.5,110.26,2
Oceania,2012,Vegetables,85.25,25.55,6.09,133.58,57
Oceania,2013,Aggregates,95.6,13.58,62.59,110.95,10
Oceania,2013,Beverages,98.39,9.31,85.54,107.11,6
Oceania,2013,Cereals,100.42,13.25,67.59,126.67,26
Oceania,2013,Dairy & Eggs,95.47,7.81,85.02,107.11,15
Oceania,2013,Fibers,110.84,15.33,91.98,134.26,5
Oceania,2013,Fruits,97.5,18.41,18.0,166.51,97
Oceania,2013,Meat,93.41,13.53,42.01,140.85,62
Oceania,2013,Nuts,82.29,19.91,69.57,111.76,4
Oceania,2013,Oilseeds,92.41,30.48,13.44,132.36,21
Oceania,2013,Other Industrial,94.83,12.73,82.26,120.0,8
Oceania,2013,Pulses,80.24,14.77,51.04,107.11,14
Oceania,2013,Roots & Tubers,99.25,19.35,59.08,144.41,18
Oceania,2013,Spices,92.28,10.56,82.71,106.12,4
Oceania,2013,Sugar Crops,98.28,9.69,91.42,105.13,2
Oceania,2013,Vegetables,90.84,28.06,5.83,131.69,57
Oceania,2014,Aggregates,104.24,21.33,74.68,141.44,10
Oceania,2014,Beverages,102.84,8.22,91.98,113.25,6
Oceania,2014,Cereals,100.88,18.37,48.39,122.42,26
Oceania,2014,Dairy & Eggs,102.84,20.04,84.09,146.12,15
Oceania,2014,Fibers,107.14,6.24,97.4,114.56,5
Oceania,2014,Fruits,102.56,14.09,52.88,150.33,97
Oceania,2014,Meat,95.84,13.94,45.84,113.25,62
Oceania,2014,Nuts,86.0,13.41,77.51,105.88,4
Oceania,2014,Oilseeds,94.71,28.32,13.29,117.03,21
Oceania,2014,Other Industrial,102.27,10.51,91.98,120.0,8
Oceania,2014,Pulses,84.8,16.19,50.48,108.75,14
Oceania,2014,Roots & Tubers,102.09,19.51,58.44,140.6,18
Oceania,2014,Spices,115.44,26.0,91.98,152.18,4
Oceania,2014,Sugar Crops,96.48,8.59,90.41,102.56,2
Oceania,2014,Vegetables,99.69,22.12,12.28,164.41,57
Oceania,2015,Aggregates,93.88,10.87,68.65,109.34,12
Oceania,2015,Beverages,98.44,4.18,92.92,104.67,7
Oceania,2015,Cereals,97.73,11.82,56.76,106.45,26
Oceania,2015,Dairy & Eggs,95.95,7.45,80.2,107.95,19
Oceania,2015,Fibers,95.5,1.58,94.23,97.88,5
Oceania,2015,Fruits,98.62,16.18,43.62,170.56,110
Oceania,2015,Meat,97.94,6.52,80.23,107.43,68
Oceania,2015,Nuts,99.49,3.24,94.79,102.0,4
Oceania,2015,Oilseeds,97.56,6.01,78.71,107.52,23
Oceania,2015,Other Industrial,96.54,6.69,80.0,102.29,9
Oceania,2015,Pulses,93.56,12.09,64.81,102.29,16
Oceania,2015,Roots & Tubers,94.44,12.6,53.4,106.19,23
Oceania,2015,Spices,87.28,24.36,50.89,102.29,4
Oceania,2015,Sugar Crops,91.6,15.5,80.64,102.56,2
Oceania,2015,Vegetables,91.59,18.9,24.18,130.99,63
Oceania,2016,Aggregates,100.43,14.92,76.72,136.77,13
Oceania,2016,Beverages,99.13,5.96,89.85,107.08,7
Oceania,2016,Cereals,101.25,16.19,79.64,145.16,29
Oceania,2016,Dairy & Eggs,101.64,12.28,73.69,119.24,21
Oceania,2016,Fibers,97.36,5.01,90.59,104.72,5
Oceania,2016,Fruits,98.8,13.3,51.92,148.27,110
Oceania,2016,Meat,105.86,13.78,89.85,152.49,68
Oceania,2016,Nuts,114.51,13.65,94.12,122.98,4
Oceania,2016,Oilseeds,107.27,23.52,89.85,179.19,23
Oceania,2016,Other Industrial,101.45,5.48,89.85,107.86,9
Oceania,2016,Pulses,119.74,27.32,97.02,184.71,16
Oceania,2016,Roots & Tubers,103.93,19.02,73.57,157.54,23
Oceania,2016,Spices,97.28,6.51,89.85,105.73,4
Oceania,2016,Sugar Crops,111.91,24.1,94.87,128.95,2
Oceania,2016,Vegetables,106.03,21.98,84.75,194.31,63
Oceania,2017,Aggregates,100.25,11.2,75.8,113.33,13
Oceania,2017,Beverages,97.42,13.7,74.88,115.38,7
Oceania,2017,Cereals,96.24,24.5,70.08,174.19,29
Oceania,2017,Dairy & Eggs,103.68,9.18,87.49,115.38,21
Oceania,2017,Fibers,112.59,7.08,101.48,120.17,5
Oceania,2017,Fruits,110.65,40.01,38.9,466.75,110
Oceania,2017,Meat,110.54,26.27,86.23,260.27,68
Oceania,2017,Nuts,97.46,18.76,85.81,125.46,4
Oceania,2017,Oilseeds,118.51,39.13,87.49,238.92,23
Oceania,2017,Other Industrial,100.57,10.32,83.07,115.38,9
Oceania,2017,Pulses,116.07,20.22,90.77,162.02,16
Oceania,2017,Roots & Tubers,100.78,21.12,67.96,164.71,23
Oceania,2017,Spices,92.59,15.74,72.7,107.27,4
Oceania,2017,Sugar Crops,118.38,7.87,112.82,123.95,2
Oceania,2017,Vegetables,110.69,27.53,43.45,257.47,63
Oceania,2018,Aggregates,104.68,12.35,85.37,125.57,13
Oceania,2018,Beverages,104.22,15.89,79.14,123.15,7
Oceania,2018,Cereals,100.83,18.09,74.6,154.84,29
Oceania,2018,Dairy & Eggs,103.76,14.47,77.11,125.57,21
Oceania,2018,Fibers,127.42,16.3,110.33,153.41,5
Oceania,2018,Fruits,116.96,68.07,33.33,522.64,110
Oceania,2018,Meat,116.57,30.41,87.43,260.27,68
Oceania,2018,Nuts,95.0,24.86,79.78,132.11,4
Oceania,2018,Oilseeds,123.29,50.16,57.13,274.76,23
Oceania,2018,Other Industrial,107.64,14.54,83.3,127.9,9
Oceania,2018,Pulses,118.19,26.5,75.61,178.23,16
Oceania,2018,Roots & Tubers,113.74,30.41,70.87,220.0,23
Oceania,2018,Spices,95.73,12.87,80.94,108.56,4
Oceania,2018,Sugar Crops,112.65,14.26,102.56,122.73,2
Oceania,2018,Vegetables,111.21,24.42,50.68,234.28,63
Oceania,2019,Aggregates,105.08,11.55,82.7,126.03,13
Oceania,2019,Beverages,106.84,19.43,89.4,147.78,7
Oceania,2019,Cereals,114.55,19.48,81.08,154.84,29
Oceania,2019,Dairy & Eggs,103.27,17.53,67.36,132.5,21
Oceania,2019,Fibers,124.4,17.38,112.21,151.6,5
Oceania,2019,Fruits,115.01,61.73,28.33,660.8,110
Oceania,2019,Meat,115.74,29.56,66.92,214.29,68
Oceania,2019,Nuts,101.97,26.52,76.47,139.12,4
Oceania,2019,Oilseeds,126.45,56.42,73.1,298.65,23
Oceania,2019,Other Industrial,110.95,19.24,83.73,150.0,9
Oceania,2019,Pulses,116.13,29.85,74.64,174.99,16
Oceania,2019,Roots & Tubers,113.05,32.55,72.82,211.76,23
Oceania,2019,Spices,100.18,18.57,72.7,113.27,4
Oceania,2019,Sugar Crops,109.59,13.56,100.0,119.18,2
Oceania,2019,Vegetables,108.7,38.88,25.34,351.19,63
Oceania,2020,Aggregates,105.73,15.01,82.7,127.45,13
Oceania,2020,Beverages,97.63,16.95,78.74,128.81,7
Oceania,2020,Cereals,116.32,25.47,81.08,199.97,29
Oceania,2020,Dairy & Eggs,105.53,19.66,67.36,132.5,21
Oceania,2020,Fibers,116.56,19.53,91.71,146.29,5
Oceania,2020,Fruits,112.92,54.78,28.33,603.87,110
Oceania,2020,Meat,120.69,36.54,66.92,228.9,68
Oceania,2020,Nuts,100.24,32.07,70.59,145.66,4
Oceania,2020,Oilseeds,128.22,58.17,70.44,298.65,23
Oceania,2020,Other Industrial,107.99,22.17,72.96,150.0,9
Oceania,2020,Pulses,110.46,31.93,61.15,174.99,16
Oceania,2020,Roots & Tubers,112.77,33.91,71.52,211.76,23
Oceania,2020,Spices,99.94,19.07,72.7,115.51,4
Oceania,2020,Sugar Crops,105.7,0.6,105.28,106.13,2
Oceania,2020,Vegetables,108.47,39.29,25.34,323.24,63
Oceania,2021,Aggregates,117.53,22.53,81.55,174.49,13
Oceania,2021,Beverages,105.3,11.87,89.13,123.15,7
Oceania,2021,Cereals,114.55,25.99,64.86,193.55,29
Oceania,2021,Dairy & Eggs,110.94,18.62,67.36,132.5,21
Oceania,2021,Fibers,120.03,8.15,108.03,130.92,5
Oceania,2021,Fruits,121.05,53.11,33.33,584.53,110
Oceania,2021,Meat,125.22,35.43,66.92,229.05,68
Oceania,2021,Nuts,83.77,36.88,61.36,138.82,4
Oceania,2021,Oilseeds,139.2,45.63,57.35,238.92,23
Oceania,2021,Other Industrial,108.64,21.88,55.82,128.14,9
Oceania,2021,Pulses,124.81,40.88,71.22,194.43,16
Oceania,2021,Roots & Tubers,149.57,78.35,83.5,423.95,23
Oceania,2021,Spices,108.51,17.12,83.84,123.47,4
Oceania,2021,Sugar Crops,116.85,15.64,105.79,127.91,2
Oceania,2021,Vegetables,112.65,42.0,33.78,377.7,63
Oceania,2022,Aggregates,128.96,31.77,81.55,213.59,13
Oceania,2022,Beverages,111.68,16.35,88.62,138.82,7
Oceania,2022,Cereals,125.48,27.33,64.86,193.55,29
Oceania,2022,Dairy & Eggs,114.35,25.08,67.36,161.02,21
Oceania,2022,Fibers,129.97,7.43,122.0,137.41,5
Oceania,2022,Fruits,127.9,64.08,33.33,646.97,110
Oceania,2022,Meat,124.02,39.05,66.92,253.5,68
Oceania,2022,Nuts,76.4,16.52,58.83,98.65,4
Oceania,2022,Oilseeds,151.49,52.16,64.82,252.17,23
Oceania,2022,Other Industrial,113.41,22.04,74.06,154.6,9
Oceania,2022,Pulses,134.99,37.18,90.02,194.43,16
Oceania,2022,Roots & Tubers,160.78,102.3,36.27,438.46,23
Oceania,2022,Spices,106.93,15.61,83.84,117.45,4
Oceania,2022,Sugar Crops,125.53,3.37,123.15,127.91,2
Oceania,2022,Vegetables,120.06,45.63,30.41,409.66,63
Oceania,2023,Aggregates,122.98,22.88,81.55,180.78,13
Oceania,2023,Beverages,111.48,19.78,76.27,141.62,7
Oceania,2023,Cereals,128.77,33.15,64.86,205.65,29
Oceania,2023,Dairy & Eggs,110.05,19.71,67.36,141.92,21
Oceania,2023,Fibers,139.89,15.59,122.81,151.63,5
Oceania,2023,Fruits,129.85,60.54,36.08,618.71,110
Oceania,2023,Meat,120.45,31.95,66.92,214.29,68
Oceania,2023,Nuts,59.42,4.85,52.95,63.49,4
Oceania,2023,Oilseeds,137.85,48.83,68.53,275.66,23
Oceania,2023,Other Industrial,112.82,19.36,70.32,136.73,9
Oceania,2023,Pulses,125.06,47.61,82.67,234.93,16
Oceania,2023,Roots & Tubers,150.9,62.55,69.07,276.76,23
Oceania,2023,Spices,108.64,13.37,92.33,124.73,4
Oceania,2023,Sugar Crops,123.4,6.37,118.9,127.91,2
Oceania,2023,Vegetables,123.27,65.4,33.78,585.76,63
Oceania,2024,Aggregates,128.85,26.43,81.55,187.48,13
Oceania,2024,Beverages,114.26,27.39,66.76,160.09,7
Oceania,2024,Cereals,136.4,45.92,64.86,217.74,29
Oceania,2024,Dairy & Eggs,114.36,24.44,67.36,159.55,21
Oceania,2024,Fibers,136.52,18.09,123.9,164.46,5
Oceania,2024,Fruits,133.75,63.36,38.59,608.37,110
Oceania,2024,Meat,118.33,32.32,66.92,214.29,68
Oceania,2024,Nuts,42.92,16.75,18.3,55.3,4
Oceania,2024,Oilseeds,135.88,61.87,59.81,307.32,23
Oceania,2024,Other Industrial,109.51,20.32,59.56,122.82,9
Oceania,2024,Pulses,135.02,50.91,75.31,249.89,16
Oceania,2024,Roots & Tubers,153.12,66.41,67.78,293.17,23
Oceania,2024,Spices,110.46,14.97,98.06,132.0,4
Oceania,2024,Sugar Crops,129.27,1.93,127.91,130.64,2
Oceania,2024,Vegetables,126.77,81.67,36.21,715.73,63
Other,1991,Aggregates,24.26,21.27,0.11,50.3,6
Other,1991,Beverages,32.55,36.91,0.07,72.69,3
Other,1991,Cereals,11.58,18.36,0.05,68.46,19
Other,1991,Dairy & Eggs,38.76,63.14,0.05,193.39,16
Other,1991,Fibers,16.4,20.43,0.09,40.91,7
Other,1991,Fruits,38.67,132.71,0.08,870.06,44
Other,1991,Meat,13.19,17.02,0.02,55.12,48
Other,1991,Nuts,28.21,42.32,0.04,113.45,13
Other,1991,Oilseeds,17.72,28.52,0.06,96.3,21
Other,1991,Other Industrial,15.4,24.92,0.06,65.59,8
Other,1991,Pulses,4.04,8.35,0.04,19.89,10
Other,1991,Roots & Tubers,31.81,31.45,0.08,92.51,9
Other,1991,Spices,5.07,7.08,0.08,15.12,7
Other,1991,Sugar Crops,11.46,16.08,0.09,22.83,2
Other,1991,Vegetables,20.06,34.04,0.03,218.12,53
Other,1992,Aggregates,23.88,20.7,0.18,52.23,6
Other,1992,Beverages,22.75,21.63,0.13,43.24,3
Other,1992,Cereals,12.65,18.71,0.1,61.81,19
Other,1992,Dairy & Eggs,39.27,63.1,0.09,193.39,16
Other,1992,Fibers,16.44,20.39,0.15,40.91,7
Other,1992,Fruits,39.55,132.67,0.11,870.06,44
Other,1992,Meat,13.19,16.77,0.03,56.04,48
Other,1992,Nuts,16.15,22.53,0.06,64.64,13
Other,1992,Oilseeds,16.45,26.25,0.1,85.79,21
Other,1992,Other Industrial,15.43,24.88,0.06,65.59,8
Other,1992,Pulses,4.51,9.26,0.07,22.09,10
Other,1992,Roots & Tubers,31.39,24.82,0.12,64.65,9
Other,1992,Spices,5.12,7.04,0.13,15.12,7
Other,1992,Sugar Crops,11.49,16.04,0.15,22.83,2
Other,1992,Vegetables,21.3,34.72,0.04,218.12,53
Other,1993,Aggregates,25.12,21.46,0.31,54.64,6
Other,1993,Beverages,20.79,18.87,0.21,37.28,3
Other,1993,Cereals,13.18,18.94,0.17,61.81,19
Other,1993,Dairy & Eggs,39.83,63.17,0.14,193.58,16
Other,1993,Fibers,16.48,20.36,0.24,40.91,7
Other,1993,Fruits,38.13,132.21,0.24,870.06,44
Other,1993,Meat,13.71,17.24,0.05,57.66,48
Other,1993,Nuts,16.08,22.25,0.1,64.64,13
Other,1993,Oilseeds,17.26,27.05,0.15,89.69,21
Other,1993,Other Industrial,16.61,28.07,0.1,76.45,8
Other,1993,Pulses,4.8,9.65,0.12,23.1,10
Other,1993,Roots & Tubers,31.72,24.45,0.25,63.43,9
Other,1993,Spices,5.18,6.99,0.22,15.12,7
Other,1993,Sugar Crops,11.53,15.98,0.23,22.83,2
Other,1993,Vegetables,21.82,33.73,0.09,206.64,53
Other,1994,Aggregates,27.06,23.48,0.63,57.4,6
Other,1994,Beverages,46.11,49.59,0.34,98.79,3
Other,1994,Cereals,14.92,21.41,0.37,71.11,19
Other,1994,Dairy & Eggs,41.42,62.93,0.26,193.11,16
Other,1994,Fibers,19.39,23.6,0.41,47.73,7
Other,1994,Fruits,43.78,145.21,0.4,952.92,44
Other,1994,Meat,15.72,20.43,0.1,68.21,48
Other,1994,Nuts,28.67,36.91,0.28,93.24,13
Other,1994,Oilseeds,22.61,35.29,0.37,140.38,21
Other,1994,Other Industrial,15.8,23.51,0.16,56.22,8
Other,1994,Pulses,7.67,15.01,0.33,36.15,10
Other,1994,Roots & Tubers,35.9,28.61,0.48,74.16,9
Other,1994,Spices,8.2,10.98,0.44,23.82,7
Other,1994,Sugar Crops,16.36,22.6,0.38,32.34,2
Other,1994,Vegetables,27.0,41.03,0.18,236.49,53
Other,1995,Aggregates,32.0,25.64,1.22,58.06,6
Other,1995,Beverages,56.99,66.59,0.66,130.48,3
Other,1995,Cereals,18.05,24.82,0.65,81.02,19
Other,1995,Dairy & Eggs,55.87,94.3,0.52,290.5,16
Other,1995,Fibers,29.69,35.83,0.84,72.73,7
Other,1995,Fruits,45.68,145.64,0.99,952.92,44
Other,1995,Meat,19.18,25.02,0.22,95.49,48
Other,1995,Nuts,35.23,45.2,0.53,118.11,13
Other,1995,Oilseeds,25.94,40.02,0.72,163.77,21
Other,1995,Other Industrial,26.21,41.69,0.59,118.43,8
Other,1995,Pulses,9.54,17.21,0.67,42.18,10
Other,1995,Roots & Tubers,39.11,31.34,1.13,81.78,9
Other,1995,Spices,8.58,10.95,0.79,24.19,7
Other,1995,Sugar Crops,16.62,22.22,0.91,32.34,2
Other,1995,Vegetables,29.08,42.19,0.25,227.3,53
Other,1996,Aggregates,29.66,23.34,2.16,60.85,6
Other,1996,Beverages,57.21,66.3,1.34,130.48,3
Other,1996,Cereals,20.91,28.21,1.26,85.46,19
Other,1996,Dairy & Eggs,58.49,93.43,0.87,290.2,16
Other,1996,Fibers,31.87,37.77,1.52,77.28,7
Other,1996,Fruits,52.47,169.0,1.31,1109.58,44
Other,1996,Meat,30.07,52.53,0.33,262.17,48
Other,1996,Nuts,33.0,43.39,0.97,118.11,13
Other,1996,Oilseeds,24.45,33.12,1.19,116.98,21
Other,1996,Other Industrial,21.17,31.1,0.55,86.2,8
Other,1996,Pulses,7.67,11.86,1.31,30.13,10
Other,1996,Roots & Tubers,32.99,21.41,1.58,64.22,10
Other,1996,Spices,9.09,10.54,1.48,24.19,7
Other,1996,Sugar Crops,17.26,21.33,2.18,32.34,2
Other,1996,Vegetables,25.73,38.98,0.54,229.6,50
Other,1997,Aggregates,29.91,21.48,3.97,54.03,6
Other,1997,Beverages,53.57,50.79,2.81,104.38,3
Other,1997,Cereals,20.47,22.93,2.33,57.86,19
Other,1997,Dairy & Eggs,56.67,93.06,1.64,289.71,16
Other,1997,Fibers,34.56,39.23,2.84,81.82,7
Other,1997,Fruits,53.8,175.26,2.34,1156.54,44
Other,1997,Meat,30.08,49.72,0.58,261.72,48
Other,1997,Nuts,37.91,46.98,1.79,124.32,13
Other,1997,Oilseeds,23.57,27.99,2.4,93.59,21
Other,1997,Other Industrial,26.09,38.54,1.5,112.43,8
Other,1997,Pulses,8.67,11.75,1.92,30.86,10
Other,1997,Roots & Tubers,32.37,23.45,2.99,80.0,10
Other,1997,Spices,13.0,13.54,3.32,32.51,7
Other,1997,Sugar Crops,26.56,32.39,3.66,49.46,2
Other,1997,Vegetables,23.3,31.05,0.67,183.68,50
Other,1998,Aggregates,31.25,21.11,7.42,61.14,6
Other,1998,Beverages,53.11,45.68,5.78,96.93,3
Other,1998,Cereals,21.3,22.81,4.36,85.05,19
Other,1998,Dairy & Eggs,63.12,91.78,3.42,290.43,16
Other,1998,Fibers,40.15,41.97,6.24,90.91,7
Other,1998,Fruits,58.43,174.58,4.84,1156.62,44
Other,1998,Meat,33.38,56.68,1.25,281.64,48
Other,1998,Nuts,45.97,61.93,3.25,174.5,13
Other,1998,Oilseeds,25.62,28.71,3.39,93.59,21
Other,1998,Other Industrial,26.45,31.49,2.03,94.3,8
Other,1998,Pulses,9.47,8.09,3.61,24.1,10
Other,1998,Roots & Tubers,33.34,29.14,6.56,101.63,10
Other,1998,Spices,15.13,11.98,5.71,32.51,7
Other,1998,Sugar Crops,28.61,29.49,7.76,49.46,2
Other,1998,Vegetables,26.05,33.38,0.94,206.64,50
Other,1999,Aggregates,30.87,19.7,10.28,61.38,6
Other,1999,Beverages,49.62,44.59,8.36,96.93,3
Other,1999,Cereals,21.55,18.08,5.72,56.38,19
Other,1999,Dairy & Eggs,63.5,91.07,5.16,290.32,16
Other,1999,Fibers,36.88,35.13,7.74,79.55,7
Other,1999,Fruits,78.64,253.31,6.71,1681.21,44
Other,1999,Meat,43.85,87.96,2.52,448.51,48
Other,1999,Nuts,47.5,65.19,5.12,187.73,13
Other,1999,Oilseeds,23.74,23.57,3.25,89.69,21
Other,1999,Other Industrial,31.48,31.46,4.82,93.4,8
Other,1999,Pulses,12.59,7.08,6.19,23.1,10
Other,1999,Roots & Tubers,29.4,21.58,9.29,71.44,10
Other,1999,Spices,16.41,9.64,8.09,30.24,7
Other,1999,Sugar Crops,30.52,26.79,11.57,49.46,2
Other,1999,Vegetables,27.62,33.39,1.01,227.3,53
Other,2000,Aggregates,33.62,18.74,15.18,61.34,6
Other,2000,Beverages,36.22,24.53,10.44,59.27,3
Other,2000,Cereals,25.85,18.86,6.68,72.56,19
Other,2000,Dairy & Eggs,65.77,89.55,7.36,290.01,16
Other,2000,Fibers,44.45,41.97,9.82,95.46,7
Other,2000,Fruits,100.05,329.42,11.53,2190.79,44
Other,2000,Meat,46.69,91.15,4.26,480.97,48
Other,2000,Nuts,56.44,74.6,7.77,217.53,13
